,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Lot_Shape,Land_Contour,Lot_Config,Land_Slope,Neighborhood,Condition_1,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Roof_Style,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Exposure,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,1st_Flr_SF,2nd_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Screen_Porch,Pool_Area,Mo_Sold,Sale_Type,Sale_Condition,SalePrice,exterior,basement_type,basement_area,age,remodeled_age,garage_age
16,50,RL,152.0,12134,IR1,Bnk,Inside,Mod,Gilbert,Norm,1Fam,1.5Fin,8,7,Gable,None,0.0,Gd,TA,Wood,Gd,Av,132.0,559.0,Gd,1080,672,0,1752,0.0,0.0,2,0,4,1,TA,8,0,,Basment,RFn,2.0,492.0,TA,325,12,0,0,0,6,WD ,Normal,164000,Wd Sdng_Wd Sdng,GLQ_Unf,427.0,22,17,22.0
17,20,RL,88.0,11394,Reg,Lvl,Corner,Gtl,StoneBr,Norm,1Fam,1Story,9,2,Hip,Stone,350.0,Gd,TA,PConc,Ex,Av,411.0,1856.0,Ex,1856,0,0,1856,1.0,0.0,1,1,1,1,Ex,8,1,Ex,Attchd,Fin,3.0,834.0,TA,113,0,0,0,0,6,New,Partial,394432,VinylSd_VinylSd,GLQ_Unf,1445.0,0,0,0.0
18,20,RL,140.0,19138,Reg,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,1Story,4,5,Gable,None,0.0,TA,TA,CBlock,TA,No,744.0,864.0,Ex,864,0,0,864,0.0,0.0,1,0,2,1,TA,4,0,,Detchd,Unf,2.0,400.0,TA,0,0,0,0,0,6,WD ,Normal,141000,VinylSd_VinylSd,LwQ_Unf,120.0,59,0,59.0
19,20,RL,85.0,13175,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,6,Gable,Stone,119.0,TA,TA,CBlock,Gd,No,589.0,1542.0,TA,2073,0,0,2073,1.0,0.0,2,0,3,1,TA,7,2,TA,Attchd,Unf,2.0,500.0,TA,349,0,0,0,0,2,WD ,Normal,210000,Plywood_Plywood,ALQ_Rec,953.0,32,10,32.0
20,20,RL,105.0,11751,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,6,Hip,BrkFace,480.0,TA,TA,CBlock,Gd,No,1139.0,1844.0,Ex,1844,0,0,1844,0.0,0.0,2,0,3,1,TA,7,1,TA,Attchd,RFn,2.0,546.0,TA,0,122,0,0,0,1,COD,Normal,190000,Plywood_Plywood,BLQ_Unf,705.0,33,0,33.0
21,85,RL,85.0,10625,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,SFoyer,7,6,Gable,BrkFace,81.0,TA,TA,CBlock,Gd,Gd,0.0,1053.0,TA,1173,0,0,1173,1.0,0.0,2,0,3,1,Gd,6,2,TA,Attchd,RFn,2.0,528.0,TA,0,120,0,0,0,1,WD ,Family,170000,Plywood_Plywood,GLQ_LwQ,1053.0,36,0,36.0
22,60,FV,,7500,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,No,281.0,814.0,Ex,814,860,0,1674,1.0,0.0,2,1,3,1,Gd,7,0,,Attchd,RFn,2.0,663.0,TA,0,96,0,0,0,1,WD ,Normal,216000,VinylSd_VinylSd,GLQ_Unf,533.0,10,0,10.0
23,20,RL,,11241,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,1Fam,1Story,6,7,Gable,BrkFace,180.0,TA,TA,CBlock,TA,No,426.0,1004.0,Ex,1004,0,0,1004,1.0,0.0,1,0,2,1,TA,5,1,TA,Attchd,Fin,2.0,480.0,TA,0,0,0,0,0,3,WD ,Normal,149000,Wd Sdng_Wd Sdng,ALQ_Unf,578.0,40,0,40.0
24,20,RL,,12537,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,1Fam,1Story,5,6,Gable,None,0.0,TA,TA,CBlock,TA,No,344.0,1078.0,Ex,1078,0,0,1078,1.0,0.0,1,1,3,1,TA,6,1,Fa,Attchd,Fin,2.0,500.0,TA,0,0,0,0,0,4,WD ,Normal,149900,VinylSd_VinylSd,GLQ_Unf,734.0,39,37,39.0
25,20,RL,65.0,8450,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,Gable,None,0.0,TA,TA,CBlock,TA,No,281.0,1056.0,Ex,1056,0,0,1056,1.0,0.0,1,0,3,1,TA,6,1,Fa,Attchd,Unf,1.0,304.0,TA,0,85,184,0,0,7,WD ,Normal,142000,VinylSd_VinylSd,BLQ_Unf,775.0,42,0,42.0
26,20,RL,70.0,8400,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,4,5,Gable,None,0.0,TA,TA,CBlock,TA,No,0.0,882.0,TA,882,0,0,882,1.0,0.0,1,0,2,1,TA,4,0,,Attchd,Fin,2.0,525.0,TA,240,0,0,0,0,4,WD ,Normal,126000,Plywood_Plywood,ALQ_Rec,882.0,40,0,40.0
27,20,RL,70.0,10500,Reg,Lvl,FR2,Gtl,NAmes,Norm,1Fam,1Story,4,5,Gable,None,0.0,TA,TA,CBlock,TA,No,432.0,864.0,TA,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,1,Po,,,0.0,0.0,,0,0,0,0,0,4,ConLI,Normal,115000,HdBoard_HdBoard,ALQ_Unf,432.0,39,0,
28,120,RH,26.0,5858,IR1,Lvl,FR2,Gtl,NAmes,Norm,TwnhsE,1Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,No,354.0,1405.0,Ex,1337,0,0,1337,1.0,0.0,2,0,2,1,Gd,5,1,Fa,Attchd,Fin,2.0,511.0,TA,203,68,0,0,0,6,WD ,Normal,184000,MetalSd_MetalSd,GLQ_BLQ,1051.0,11,0,11.0
29,160,RM,21.0,1680,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,5,Gable,BrkFace,504.0,TA,TA,CBlock,TA,No,327.0,483.0,TA,483,504,0,987,0.0,0.0,1,1,2,1,TA,5,0,,Detchd,Unf,1.0,264.0,TA,275,0,0,0,0,2,COD,Normal,96000,HdBoard_HdBoard,Rec_Unf,156.0,39,0,39.0
30,160,RM,21.0,1680,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,5,5,Gable,BrkFace,492.0,TA,TA,CBlock,TA,No,225.0,525.0,TA,525,567,0,1092,0.0,0.0,1,1,3,1,TA,6,0,,Detchd,Unf,1.0,320.0,TA,0,0,0,0,0,3,WD ,Normal,105500,HdBoard_HdBoard,Rec_Unf,300.0,39,0,13.0
31,160,RM,21.0,1680,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,5,Gable,BrkFace,381.0,TA,TA,CBlock,TA,No,525.0,525.0,TA,525,567,0,1092,0.0,0.0,1,1,3,1,TA,6,0,,Detchd,Unf,1.0,264.0,TA,0,0,0,0,0,3,WD ,Family,88000,0,Unf_Unf,0.0,39,0,39.0
32,120,RL,53.0,4043,Reg,Lvl,Inside,Gtl,NPkVill,Norm,TwnhsE,1Story,6,5,Gable,None,0.0,TA,TA,CBlock,Gd,No,709.0,1069.0,TA,1069,0,0,1069,0.0,0.0,2,0,2,1,TA,4,1,Fa,Attchd,RFn,2.0,440.0,TA,0,55,0,165,0,7,WD ,Normal,127500,Plywood_Plywood,ALQ_Unf,360.0,33,0,33.0
33,160,RL,24.0,2280,Reg,Lvl,FR2,Gtl,NPkVill,Norm,Twnhs,2Story,6,6,Gable,None,0.0,TA,TA,CBlock,TA,No,341.0,855.0,TA,855,601,0,1456,0.0,0.0,2,1,3,1,Gd,6,1,TA,Attchd,Unf,2.0,440.0,TA,173,0,0,0,0,6,WD ,Normal,149900,Plywood_Brk Cmn,ALQ_Unf,514.0,35,0,35.0
34,120,RL,24.0,2280,Reg,Lvl,FR2,Gtl,NPkVill,Norm,Twnhs,1Story,7,6,Gable,None,0.0,TA,TA,CBlock,Gd,No,836.0,836.0,Ex,836,0,0,836,0.0,0.0,1,0,2,1,TA,4,0,,Attchd,Unf,1.0,308.0,TA,0,30,0,0,0,6,WD ,Normal,120000,Plywood_Brk Cmn,Unf_Unf,0.0,35,0,35.0
35,160,RL,24.0,2280,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Twnhs,2Story,6,5,Gable,None,0.0,TA,TA,CBlock,Gd,No,544.0,855.0,Fa,855,601,0,1456,0.0,0.0,2,1,3,1,TA,7,1,TA,Attchd,Unf,2.0,440.0,TA,26,0,0,0,0,7,WD ,Normal,146000,Plywood_Brk Cmn,ALQ_Unf,311.0,32,0,32.0
36,60,RL,102.0,12858,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,Gable,Stone,162.0,Ex,TA,PConc,Ex,No,1590.0,1590.0,Ex,1627,707,0,2334,0.0,0.0,2,1,3,1,Ex,10,1,Gd,Attchd,Fin,3.0,751.0,TA,144,133,0,0,0,1,New,Partial,376162,VinylSd_VinylSd,Unf_Unf,0.0,1,1,1.0
37,20,RL,98.0,11478,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,Gable,Stone,200.0,Gd,TA,PConc,Ex,No,486.0,1704.0,Ex,1704,0,0,1704,1.0,0.0,2,0,3,1,Gd,7,1,Gd,Attchd,RFn,3.0,772.0,TA,0,50,0,0,0,5,WD ,Normal,306000,VinylSd_VinylSd,GLQ_Unf,1218.0,3,1,2.0
38,20,RL,83.0,10159,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,Hip,Stone,450.0,Ex,TA,PConc,Ex,Av,284.0,1930.0,Ex,1940,0,0,1940,1.0,0.0,2,1,3,1,Ex,8,1,Gd,Attchd,Fin,3.0,606.0,TA,168,95,0,0,0,4,New,Partial,395192,VinylSd_VinylSd,GLQ_Unf,1646.0,1,1,0.0
39,20,RL,94.0,12883,IR1,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,8,5,Gable,Stone,256.0,Gd,TA,PConc,Gd,No,1544.0,1544.0,Ex,1544,0,0,1544,0.0,0.0,2,0,3,1,Gd,7,0,,Attchd,RFn,3.0,868.0,TA,0,35,0,0,0,6,New,Partial,290941,VinylSd_VinylSd,Unf_Unf,0.0,1,1,1.0
40,20,RL,95.0,12182,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,7,5,Gable,BrkFace,226.0,Gd,TA,PConc,Gd,Mn,340.0,1541.0,Ex,1541,0,0,1541,0.0,0.0,2,0,3,1,Gd,7,1,Gd,Attchd,RFn,2.0,532.0,TA,0,70,0,0,0,5,New,Partial,220000,VinylSd_VinylSd,BLQ_Unf,1201.0,5,0,5.0
41,20,RL,90.0,11520,Reg,Lvl,Inside,Gtl,NridgHt,PosN,1Fam,1Story,9,5,Hip,BrkFace,615.0,Gd,TA,PConc,Ex,No,1588.0,1698.0,Ex,1698,0,0,1698,0.0,0.0,2,0,3,1,Ex,7,1,Gd,Attchd,Fin,3.0,730.0,TA,192,74,0,0,0,6,WD ,Normal,275000,VinylSd_VinylSd,GLQ_Unf,110.0,5,0,5.0
42,20,RL,79.0,14122,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,Hip,BrkFace,240.0,Gd,TA,PConc,Ex,No,1794.0,1822.0,Ex,1822,0,0,1822,0.0,0.0,2,0,3,1,Ex,8,1,Gd,Attchd,RFn,3.0,678.0,TA,0,119,0,0,0,2,WD ,Normal,259000,CemntBd_CmentBd,GLQ_Unf,28.0,5,1,5.0
43,20,RL,70.0,10171,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,7,5,Gable,BrkFace,168.0,Gd,TA,PConc,Gd,No,1515.0,1517.0,Ex,1535,0,0,1535,0.0,0.0,2,0,3,1,Gd,7,0,,Attchd,RFn,2.0,532.0,TA,0,0,0,0,0,3,WD ,Normal,214000,VinylSd_VinylSd,GLQ_Unf,2.0,6,0,6.0
44,20,RL,100.0,12919,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,Hip,Stone,760.0,Ex,TA,PConc,Ex,Gd,142.0,2330.0,Ex,2364,0,0,2364,1.0,0.0,2,1,2,1,Ex,11,2,Gd,Attchd,Fin,3.0,820.0,TA,0,67,0,0,0,3,New,Partial,611657,VinylSd_VinylSd,GLQ_Unf,2188.0,1,1,1.0
45,120,RL,44.0,6371,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,7,5,Gable,Stone,128.0,Gd,TA,PConc,Gd,Mn,625.0,1358.0,Ex,1358,0,0,1358,1.0,0.0,2,0,2,1,Gd,6,1,Gd,Attchd,RFn,2.0,484.0,TA,192,35,0,0,0,6,New,Partial,224000,VinylSd_VinylSd,GLQ_Unf,733.0,1,1,0.0
46,20,RL,110.0,14300,Reg,HLS,Inside,Mod,NridgHt,Norm,1Fam,1Story,9,5,Hip,BrkFace,1095.0,Ex,TA,PConc,Ex,Gd,1473.0,2846.0,Ex,2696,0,0,2696,1.0,0.0,2,1,3,1,Ex,10,2,Gd,Attchd,Fin,3.0,958.0,TA,220,150,0,0,0,6,WD ,Normal,500000,VinylSd_VinylSd,GLQ_Unf,1373.0,7,1,7.0
47,60,RL,105.0,13650,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,2Story,8,5,Gable,BrkFace,232.0,Gd,TA,PConc,Gd,Gd,1093.0,1671.0,Ex,1687,563,0,2250,1.0,0.0,2,1,3,1,Gd,7,1,Ex,Attchd,Fin,3.0,756.0,TA,238,130,0,0,0,6,WD ,Normal,320000,VinylSd_VinylSd,GLQ_Unf,578.0,8,0,8.0
48,120,RL,61.0,7658,Reg,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,9,5,Hip,BrkFace,412.0,Ex,TA,PConc,Ex,No,1296.0,1752.0,Ex,1752,0,0,1752,1.0,0.0,2,0,2,1,Ex,6,1,Gd,Attchd,RFn,2.0,576.0,TA,196,82,0,0,0,2,WD ,Normal,319900,MetalSd_MetalSd,GLQ_Unf,456.0,5,0,5.0
49,120,RL,41.0,7132,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,8,5,Gable,Stone,178.0,Gd,TA,PConc,Gd,Mn,1346.0,1370.0,Ex,1370,0,0,1370,0.0,0.0,2,0,2,1,Gd,6,1,Gd,Attchd,RFn,2.0,484.0,TA,120,49,0,0,0,4,WD ,Normal,205000,VinylSd_VinylSd,GLQ_Unf,24.0,4,0,4.0
50,160,RL,36.0,2628,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,2Story,7,5,Gable,Stone,106.0,Gd,TA,PConc,Gd,No,764.0,764.0,Ex,764,862,0,1626,0.0,0.0,2,1,2,1,Gd,6,0,,BuiltIn,RFn,2.0,474.0,TA,0,27,0,0,0,6,WD ,Normal,175500,0,Unf_Unf,0.0,7,0,7.0
51,20,RL,100.0,18494,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,1Story,6,5,Gable,None,0.0,Gd,TA,PConc,Gd,No,1324.0,1324.0,Ex,1324,0,0,1324,0.0,0.0,2,0,3,1,Gd,6,0,,Attchd,Fin,2.0,430.0,TA,36,23,0,0,0,1,WD ,Normal,199500,VinylSd_VinylSd,Unf_Unf,0.0,5,0,5.0
52,120,RL,43.0,3203,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,Gable,BrkFace,14.0,Gd,TA,PConc,Gd,Av,1129.0,1145.0,Ex,1145,0,0,1145,0.0,0.0,2,0,2,1,Gd,6,0,,Attchd,Fin,2.0,437.0,TA,100,116,0,0,0,1,WD ,Normal,160000,VinylSd_VinylSd,GLQ_Unf,16.0,4,0,4.0
53,120,RL,43.0,3182,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,8,5,Gable,BrkFace,16.0,Gd,TA,PConc,Gd,No,1232.0,1256.0,Ex,1269,0,0,1269,0.0,0.0,2,0,2,1,Gd,6,1,TA,Attchd,Fin,2.0,430.0,TA,146,20,0,144,0,4,WD ,Normal,192000,VinylSd_VinylSd,GLQ_Unf,24.0,6,1,6.0
54,80,RL,67.0,13300,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,No,58.0,384.0,Ex,744,630,0,1374,1.0,0.0,2,1,3,1,Gd,7,1,Gd,BuiltIn,Fin,2.0,400.0,TA,100,0,0,0,0,6,WD ,Normal,184500,VinylSd_VinylSd,GLQ_Unf,326.0,6,0,6.0
55,60,RL,,7851,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,Gable,,,Gd,TA,PConc,Gd,No,235.0,860.0,Ex,860,1100,0,1960,1.0,0.0,2,1,4,1,Gd,8,2,TA,BuiltIn,Fin,2.0,440.0,TA,288,48,0,0,0,5,WD ,Normal,216500,VinylSd_VinylSd,GLQ_Unf,625.0,8,0,8.0
56,60,RL,63.0,8577,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,No,847.0,847.0,Ex,847,886,0,1733,0.0,0.0,2,1,3,1,Gd,7,1,Gd,BuiltIn,Fin,2.0,433.0,TA,144,48,0,0,0,4,WD ,Normal,185088,VinylSd_VinylSd,Unf_Unf,0.0,6,0,6.0
57,80,RL,,7750,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,Gable,None,0.0,TA,TA,PConc,Gd,No,134.0,384.0,Ex,774,656,0,1430,0.0,0.0,2,1,3,1,TA,7,1,TA,BuiltIn,Fin,2.0,400.0,TA,180,0,0,0,0,4,WD ,Normal,180000,VinylSd_VinylSd,GLQ_Unf,250.0,10,0,10.0
58,60,RL,,9505,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,7,5,Gable,BrkFace,180.0,Gd,TA,PConc,Gd,No,884.0,884.0,Ex,884,1151,0,2035,0.0,0.0,2,1,3,1,Gd,8,1,Gd,BuiltIn,Fin,2.0,434.0,TA,144,48,0,0,0,5,WD ,Normal,222500,VinylSd_VinylSd,Unf_Unf,0.0,9,0,9.0
59,60,RL,108.0,14774,IR1,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,9,5,Gable,BrkFace,165.0,Gd,TA,PConc,Gd,No,1393.0,1393.0,Ex,1422,1177,0,2599,0.0,0.0,2,1,4,1,Gd,10,1,TA,BuiltIn,Fin,3.0,779.0,TA,668,30,0,0,0,5,WD ,Normal,333168,VinylSd_VinylSd,Unf_Unf,0.0,11,0,11.0
60,60,RL,60.0,17433,IR2,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,8,5,Hip,BrkFace,114.0,Gd,TA,PConc,Ex,No,1629.0,1629.0,Ex,1645,830,0,2475,0.0,0.0,2,1,4,1,Gd,7,1,TA,Attchd,Fin,3.0,962.0,TA,23,172,0,256,0,1,WD ,Normal,355000,VinylSd_VinylSd,Unf_Unf,0.0,12,0,12.0
61,20,RL,59.0,10593,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,1Story,7,5,Hip,BrkFace,338.0,Gd,TA,PConc,Gd,No,801.0,1720.0,Ex,1720,0,0,1720,1.0,0.0,2,0,3,1,Gd,7,1,TA,Attchd,Fin,2.0,527.0,TA,240,56,154,0,0,3,WD ,Normal,260400,VinylSd_VinylSd,GLQ_Unf,919.0,14,0,14.0
